Company ID,Companies,Last Financing Valuation,First Financing Date,First Financing Size,First Financing Valuation,First Financing Deal Type,First Financing Deal Type 2,First Financing Deal Type 3,First Financing Deal Class,Active Investors,Ownership Status,Primary Industry Code,Last Financing Date,Last Financing Size,Last Financing Deal Type,Primary Contact,Company Financing Status,Year Founded,HQ Location,Website,Description,PitchBook Link
498193-39,DMPLE,,,,,Seed Round,Seed Round,,Venture Capital,,Privately Held (backing),Application Software,,,Seed Round,Shan Ho,Venture Capital-Backed,2021,"Singapore, Singapore",www.dmplestudio.com,"Developer of a blockchain-based social platform designed to improve connectivity. The company's flagship app encourages communities to stay connected while simplifying the concept of crypto and introducing blockchain, NFTs and crypto wallets into everyday life, enabling users to access player-owned digital items, build their digital profile, interact with in games and trade.",View company online
495499-78,Dojima Network,,,,,Early Stage VC,,,Venture Capital,"Kyber Ventures, Signum Capital",Privately Held (backing),Business/Productivity Software,,,Early Stage VC,Akhil Reddy,Venture Capital-Backed,2021,"Chittoor, India",www.dojima.network,"Developer of web 3.0 decentralized infrastructure designed for protocol security and to prevent economical incentives for validators to get into collusion. The company's platform creates a cross-chain infrastructure that enables interoperability between protocols in different chains, borderless exchange of assets, and the creation of marketplaces with tokens pooled from all chains, allowing users to organize the unorganized WEB3.0, by bringing together all the ecosystems together in a trustless manner by providing a seamless experience.",View company online
493866-91,Domino (Financial Software),,17-Jun-2021,1.25,,Seed Round,Seed Round,,Venture Capital,"Hana Ventures, Korea Investment Partners, Spring Camp, Stonebridge Ventures, Tech Incubator Program for Startups",Privately Held (backing),Financial Software,18-Mar-2022,6.60,Early Stage VC,Young-min Joo,Venture Capital-Backed,2021,"Seoul, South Korea",www.dominoapp.net,"Developer of investment platform designed to manage investment details from stocks to coins. The company's platform offers real-time market price, portfolio return management function, asset weight management function, and dividend management function, enabling users to track all their investment portfolios at once, including domestic stocks, foreign stocks, and cryptocurrencies, and share portfolios with other investors.",View company online
482500-54,DotOracle,,,,,Early Stage VC,,,Venture Capital,"BIP32 Venture, Bitcoin.com, BSCStation, Cinch Block, Danish Chaudhry, Dutch Crypto Investors, FMFW (Blockchain), Genblock Capital, HC Capital Partners, JRR Group, Kryptos Research, LD Capital, Mozaik Capital, Oracles Investment Group, RioDeFi, Sandbar Investments, Sentor Investments, Shima Capital, Threshold Ventures",Privately Held (backing),Other Financial Services,,,Secondary Transaction - Private,Nguyen Bui,Venture Capital-Backed,2021,Vietnam,dotoracle.network,"Operator of blockchain data service and liquidity network intended to show real-time data to its customers. The company offers a decentralized oracle and cross-chain liquidity network for Polkadot Ecosystem, enabling customers to transfer digital assets back and forth between Polkadot and other contract platforms.",View company online
498091-33,DPDzero,,01-Jun-2022,39.00,,Early Stage VC,,,Venture Capital,"Abhishek Kothari, Better Capital (San Francisco), Kunal Shah, Nishchay Ag, The Untitled Ventures",Privately Held (backing),Financial Software,01-Jun-2022,39.00,Early Stage VC,Ananth Shroff,Venture Capital-Backed,2020,"Bangalore, India",www.dpdzero.com,"Developer of fintech platform designed to automate collections for all lenders. The company's platform helps to automate collections, analyze performance, and manage collection portfolios while offering features such as third-party payment integration, AI-powered collection allocation, voice assistance, payment rewards, and APIs, allowing clients to focus on growth and not repayments and collections",View company online
495047-17,dRisk,7.78,,,,Angel (individual),Angel (individual),,Individual,"PointOne Capital, Thomas Fecker Boxler",Privately Held (backing),Financial Software,19-Jul-2022,1.60,Early Stage VC,Jaideep Yadav,Venture Capital-Backed,2021,"Gurugram, India",www.drisk.io,"Operator of a stocks insurance platform intended to help traders mitigate their losses against unpredictable trends in stock markets. The company's platform aims to empower traders and investors globally by providing a modern approach to mitigating crypto and stock market losses by delivering innovative cutting-edge technology, enabling customers to focus on the growth of their trading portfolio with a high-risk appetite.",View company online
484303-33,Drona Pay,3.25,25-Nov-2021,0.42,3.25,Seed Round,Seed Round,,Venture Capital,"Amrish Rau, Credit Saison India, Jitendra Gupta, Kunal Shah, Varanium Capital Advisors",Privately Held (backing),Financial Software,25-Nov-2021,0.42,Seed Round,Satish Kashyap,Venture Capital-Backed,2021,"Mumbai, India",www.dronapay.com,"Developer of a fraud detection platform designed to defend institutions against ever-increasing frauds in payments & lending. The company's platform uses machine learning and proprietary data sets to offer an end-to-end framework covering real-time risk scoring, case management, and analytics to protect BNPL, UPI, credit card & debit card transactions from frauds, scams, collusion, and delinquency, enabling banks, BNPLs, payment processors & fintech firms to get real-time gains by defending themselves against fraudsters and reducing bust-offs, scams & merchant frauds.",View company online
501641-38,DTTD,,22-Feb-2022,2.00,,Seed Round,Seed Round,,Venture Capital,"Animoca Brands, BlackPine Group",Privately Held (backing),Software Development Applications,,,Early Stage VC,Bosco Lin,Venture Capital-Backed,2021,"Hong Kong, Hong Kong",www.dttd.io,"Developer and operator of a digital platform designed for Non-Fungible Token (NFT) management. With the company focusing on providing the next generation crypto-native experience, the company's platform serves as a multi-chain NFT digital wallet, enabling users to view, manage and share their NFTs under one dashboard.",View company online
454738-33,Durianpay,,01-Nov-2020,1.40,6.70,Seed Round,Seed Round,,Venture Capital,"AC Ventures, Ankit Jain, Ankiti Bose, Harshet Lunani, Joe Wadakethalakal, Kenanga Investment Bank, Reynold Wijaya, Sai Srinivas, Sequoia Capital India, Surge (Accelerator), Tanay Tayal, United Family Capital",Privately Held (backing),Financial Software,12-Aug-2021,2.00,Seed Round,Kumar Puspesh,Venture Capital-Backed,2020,"Jakarta, Indonesia",www.durianpay.id,"Developer of a payment technology designed to provide localized payment and checkout alternatives. The company's technology provides mobile software development kits, and customizable checkout pages along with pure API integrations as well as the software integrates quickly and gives full reports on the dashboard, enabling start-ups and small businesses to have a tool that offers a wide range of payment methods and analytics.",View company online
481831-39,DutyCast,,27-Sep-2021,,,Early Stage VC,,,Venture Capital,"Enterprise Singapore, Innovasion Norge, SATS (Singapore), VinaCapital Ventures",Privately Held (backing),Application Software,27-Sep-2021,,Early Stage VC,Hoa Le,Venture Capital-Backed,2020,"Ho Chi Minh City, Vietnam",www.dutycast.com,"Developer of a browser and application value-added extension designed to enable customers to purchase goods from global e-commerce sites and marketplaces with ease. The company's extension offers price transparency for cross-border shopping and facilitates overseas custom duty calculation, settlement, transactional e-payment, and streaming logistics, enabling users with a secure and transparent, end-to-end international shopping experience.",View company online
466475-32,E-Cloud CFO,,17-May-2021,,,Early Stage VC,,,Venture Capital,,Privately Held (backing),"Accounting, Audit and Tax Services (B2B)",17-May-2021,,Early Stage VC,Jierong Wu,Venture Capital-Backed,2020,"Beijing, China",www.ecloudcfo.com,"Developer of a SaaS platform designed for fiscal and taxation solutions. The company provides strategic and business analysis, fiscal and taxation consulting and planning, tax-saving tools, fiscal and taxation SaaS, capital assistance and course activities, enabling enterprises to achieve a leap upgrade from fiscal and tax compliance to capital appreciation.",View company online
481306-51,EasiLoan,5.76,15-Sep-2021,1.09,5.76,Early Stage VC,,,Venture Capital,Tomorrow Capital,Privately Held (backing),Financial Software,15-Sep-2021,1.09,Early Stage VC,Pramod Kathuria,Venture Capital-Backed,2020,"Mumbai, India",www.easiloan.com,"Developer of a home loan transaction platform designed to connect borrowers with multiple financial institutions for home loans. The company's platform uses an API-based integration for connecting with banks, presents low-interest rate offers, hassle-free digital application and expert support upri loan disbursement enabling customers to apply for a home loan anytime, anywhere.",View company online
465673-24,EasyFi Network,,,,,Early Stage VC,,,Venture Capital,"Amesten Capital, Black Edge Capital",Privately Held (backing),Financial Software,,,Early Stage VC,Ankitt Gaur,Venture Capital-Backed,2020,"Gurgaon, India",www.easyfi.network,"Developer of a cryptocurrency platform intended for lending digital assets. The company's platform offers financial solutions including lending protocol for digital assets, yield farming, and staking, enabling users to accelerate liquidity deployment at low cost and fast speed and participate in the Defi ecosystem.",View company online
495934-12,Easygop,,18-Jan-2022,0.57,,Seed Round,Seed Round,,Venture Capital,"Ascend Vietnam Ventures, JAVIS Ventures, Son Tech Investment",Privately Held (backing),Application Software,18-Jan-2022,0.57,Seed Round,Olivia Nguyen,Venture Capital-Backed,2020,"Ho Chi Minh City, Vietnam",www.easygop.com,"Developer of Fintech platform intended for the people of Vietnam. The company offers to pay later service by dividing the payments into three months with zero percent interest and no settlement fees, enabling liquidity in hands of middle-class people of Vietnam.",View company online
482566-24,Eatcosys,23.87,26-Jul-2021,2.39,23.87,Equity Crowdfunding,,,Individual,,Privately Held (backing),Consulting Services (B2B),26-Jul-2021,2.39,Equity Crowdfunding,Wee Chuen Lii,Angel-Backed,2020,"Petaling Jaya, Malaysia",www.eatcosys.com,"Operator of an integrated platform intended to offer retail solutions operated by specialists in its respective fields. The company's platform provides support to businesses in the retail and financial technology ecosystem in the form of capital raising, business setup, targeted distribution channels, customer acquisition, supply chain financing, enabling businesses to find support and guidance from industry experts.",View company online
489317-05,EduPay,,01-Jul-2021,0.09,,Seed Round,Seed Round,,Venture Capital,,Privately Held (backing),Financial Software,01-Jul-2021,0.09,Seed Round,Alexander Chogovadze,Venture Capital-Backed,2020,"Tbilisi, Georgia",www.edupay.ge,"Developer of billing software designed to help educational organizations improve the tuition payment process. The company's platform automates the tuition tracking and management process from signing agreements with customers in an online system to receiving information on bank details of companies for making payments, enabling organizations to manage and track tuition payments in real-time in a hassle-free manner.",View company online
484519-96,Effectiv,,29-Mar-2022,4.00,,Seed Round,Seed Round,,Venture Capital,"Accel, BHG VC, REV Venture Partners",Privately Held (backing),Network Management Software,29-Mar-2022,4.00,Seed Round,Anupam Tarsauliya,Venture Capital-Backed,2021,"San Francisco, CA",www.effectiv.ai,"Developer of a fraud prevention platform designed to offer initial fraud assessments of transactions for fraudulent behavior. The company's platform utilizes artificial intelligence to automate fraud detection during new user onboarding to confirm credential authenticity by absorbing data for more in-depth investigations, enabling financial companies to manage fraud in a cost-effective manner.",View company online
